Publication Date,Title,Link
3/26/1999,"Webster County, NE, in the Possession of the University of Nebraska State Museum, University of Nebraska-Lincoln, Lincoln, NE",https://www.federalregister.gov/documents/1999/03/26/99-7501/notice-of-intent-to-repatriate-cultural-items-from-webster-county-ne-in-the-possession-of-the
3/2/1999,"Arizona State Museum, The University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/1999/03/02/99-5096/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-arizona-state-museum-the
1/20/1999,"Repository for Archaeological and Ethnographic Collections, Department of Anthropology, University of California-Santa Barbara, Santa Barbara, CA",https://www.federalregister.gov/documents/1999/01/20/99-1201/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-repository-for-archaeological
11/25/1998,"Fowler Museum of Cultural History, University of California-Los Angeles, Los Angeles, CA",https://www.federalregister.gov/documents/1998/11/25/98-31485/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-fowler-museum-of-cultural
11/25/1998,"Olmsted County Historical Society, Rochester, MN",https://www.federalregister.gov/documents/1998/11/25/98-31487/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-olmsted-county-historical
11/25/1998,"Arizona in the Possession of the Arizona State Museum, The University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/1998/11/25/98-31484/notice-of-intent-to-repatriate-cultural-items-from-arizona-in-the-possession-of-the-arizona-state
11/17/1998,"Notice of Intent to Repatriate a Cultural Item from the Island of O'ahu, HI in the Possession of the Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/1998/11/17/98-30682/notice-of-intent-to-repatriate-a-cultural-item-from-the-island-of-oahu-hi-in-the-possession-of-the
10/30/1998,"American Museum of Natural History, New York City, NY",https://www.federalregister.gov/documents/1998/10/30/98-29094/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-american-museum-of-natural
10/28/1998,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/1998/10/28/98-28806/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-field-museum-of-natural
10/28/1998,"Museum of Indian Arts and Culture/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1998/10/28/98-28807/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-museum-of-indian-arts-and
10/13/1998,"the Pecos Valley, NM in the Possession of the Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA, and the Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/1998/10/13/98-27321/notice-of-intent-to-repatriate-cultural-items-from-the-pecos-valley-nm-in-the-possession-of-the
10/13/1998,"Oregon in the Possession of the Museum of Indian Arts and Culture, Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1998/10/13/98-27319/notice-of-intent-to-repatriate-cultural-items-from-oregon-in-the-possession-of-the-museum-of-indian
10/2/1998,"Notice of Intent to Repatriate Cultural Items in the Possession of Bandelier National Monument, National Park Service, Los Alamos, NM",https://www.federalregister.gov/documents/1998/10/02/98-26419/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-bandelier-national-monument
10/2/1998,"Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/1998/10/02/98-26420/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-museum-of-archaeology
10/1/1998,"U.S. Fish & Wildlife Service, Mesa, AZ",https://www.federalregister.gov/documents/1998/10/01/98-26334/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-us-fish-and-wildlife-service
8/21/1998,"Chippewa National Forest, USDA Forest Service, Cass Lake, MN",https://www.federalregister.gov/documents/1998/08/21/98-22539/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-chippewa-national-forest-usda
8/14/1998,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/1998/08/14/X98-10814/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-arizona-state-museum
8/14/1998,"Museum of Indian Arts and Culture/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1998/08/14/98-21884/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-museum-of-indian-arts-and
8/4/1998,"Notice of Intent to Repatriate Cultural Items in the Possession of Pilgrim Hall Museum, Plymouth, MA",https://www.federalregister.gov/documents/1998/08/04/98-20713/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-pilgrim-hall-museum-plymouth-ma
7/14/1998,"Taunton, MA in the Possession of the Robbins Museum of Archaeology, Middleboro, MA",https://www.federalregister.gov/documents/1998/07/14/98-18689/notice-of-intent-to-repatriate-cultural-items-from-taunton-ma-in-the-possession-of-the-robbins
7/14/1998,"San Diego County, CA in the Possession of the San Diego Historical Society, San Diego, CA",https://www.federalregister.gov/documents/1998/07/14/98-18623/notice-of-intent-to-repatriate-cultural-items-from-san-diego-county-ca-in-the-possession-of-the-san
7/14/1998,"Mississippi in the Possession of the Department of Sociology and Anthropology, University of Mississippi, Oxford, MS",https://www.federalregister.gov/documents/1998/07/14/98-18624/notice-of-intent-to-repatriate-cultural-items-from-mississippi-in-the-possession-of-the-department
6/30/1998,"New Mexico in the Possession of the Museum of Indian Arts and Culture/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1998/06/30/98-17311/notice-of-intent-to-repatriate-cultural-items-from-new-mexico-in-the-possession-of-the-museum-of
6/15/1998,"Arizona in the Possession of the Museum of Indian Arts and Cultures/Laboratory of Anthropology, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1998/06/15/98-15820/notice-of-intent-to-repatriate-cultural-items-from-arizona-in-the-possession-of-the-museum-of-indian
6/8/1998,"Arizona in the Possession of the Arizona State Museum, Tucson, AZ",https://www.federalregister.gov/documents/1998/06/08/98-15150/notice-of-intent-to-repatriate-cultural-items-from-arizona-in-the-possession-of-the-arizona-state
6/2/1998,"Notice of Intent to Repatriate a Cultural Item from New Mexico in the Possession of the Museum of Northern Arizona, Flagstaff, AZ",https://www.federalregister.gov/documents/1998/06/02/98-14576/notice-of-intent-to-repatriate-a-cultural-item-from-new-mexico-in-the-possession-of-the-museum-of
5/20/1998,"Denver Museum of Natural History, Denver, CO",https://www.federalregister.gov/documents/1998/05/20/98-13397/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-denver-museum-of-natural
3/24/1998,"New Mexico in the Possession of the Arizona State Museum, The University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/1998/03/24/98-7581/notice-of-intent-to-repatriate-cultural-items-from-new-mexico-in-the-possession-of-the-arizona-state
3/24/1998,"Robert S. Peabody Museum of Archaeology, Phillips Academy, Andover, MA",https://www.federalregister.gov/documents/1998/03/24/98-7503/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-robert-s-peabody-museum-of
3/9/1998,"Rhode Island Historical Society, Providence, RI",https://www.federalregister.gov/documents/1998/03/09/98-5917/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-rhode-island-historical
3/3/1998,"Heard Museum, Phoenix, AZ",https://www.federalregister.gov/documents/1998/03/03/98-5407/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-heard-museum-phoenix-az
3/3/1998,"Arizona in the Possession of the American Museum of Natural History, New York, NY",https://www.federalregister.gov/documents/1998/03/03/98-5406/notice-of-intent-to-repatriate-cultural-items-from-arizona-in-the-possession-of-the-american-museum
2/24/1998,"Desert Caballeros Western Museum, Wickenburg, AZ",https://www.federalregister.gov/documents/1998/02/24/98-4685/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-desert-caballeros-western
2/2/1998,"Mesa Southwest Museum, Mesa, AZ",https://www.federalregister.gov/documents/1998/02/02/98-2458/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-mesa-southwest-museum-mesa-az
1/12/1998,"Notice of Intent to Repatriate a Cultural Item from South Carolina in the Possession of the Museum of Early Southern Decorative Arts, Old Salem, Inc., Winston-Salem, NC",https://www.federalregister.gov/documents/1998/01/12/98-660/notice-of-intent-to-repatriate-a-cultural-item-from-south-carolina-in-the-possession-of-the-museum
1/12/1998,"Oklahoma Historical Society, Oklahoma City, OK",https://www.federalregister.gov/documents/1998/01/12/98-659/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-oklahoma-historical-society
12/22/1997,"University Museum, University of Arkansas, Fayetteville, AR",https://www.federalregister.gov/documents/1997/12/22/97-33292/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-university-museum-university
10/16/1997,"Peabody Essex Museum, Salem, MA",https://www.federalregister.gov/documents/1997/10/16/X97-31016/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-essex-museum-salem-ma
10/10/1997,"the Island of Hawaii in the Possession of the Bernice Puahi Bishop Museum, Honolulu, HI",https://www.federalregister.gov/documents/1997/10/10/97-26874/notice-of-intent-to-repatriate-cultural-items-from-the-island-of-hawaii-in-the-possession-of-the
10/10/1997,"Peabody Essex Museum, Salem, MA",https://www.federalregister.gov/documents/1997/10/10/97-26871/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-peabody-essex-museum-salem-ma
9/26/1997,"Palm Springs Desert Museum, Palm Springs, CA",https://www.federalregister.gov/documents/1997/09/26/X97-10926/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-palm-springs-desert-museum
9/15/1997,"New York in the Possession of the Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/1997/09/15/X97-30915/notice-of-intent-to-repatriate-cultural-items-from-new-york-in-the-possession-of-the-springfield
9/15/1997,"Rhode Island in the Possession of the Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, MA",https://www.federalregister.gov/documents/1997/09/15/97-24374/notice-of-intent-to-repatriate-cultural-items-from-rhode-island-in-the-possession-of-the-peabody
9/3/1997,"New York in the Possession of the Springfield Science Museum, Springfield, MA",https://www.federalregister.gov/documents/1997/09/03/97-23366/notice-of-intent-to-repatriate-cultural-items-from-new-york-in-the-possession-of-the-springfield
8/27/1997,"Field Museum of Natural History, Chicago, IL",https://www.federalregister.gov/documents/1997/08/27/97-22735/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-field-museum-of-natural
7/28/1997,"Jackson County, KS in the Possession of the Kansas State Historical Society, Topeka, KS",https://www.federalregister.gov/documents/1997/07/28/97-19789/notice-of-intent-to-repatriate-cultural-items-from-jackson-county-ks-in-the-possession-of-the-kansas
7/14/1997,"Notice of Intent to Repatriate a Cultural Item from New Mexico in the Possession of the Laboratory of Anthropology, Museum of Indian Arts and Culture, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1997/07/14/97-18431/notice-of-intent-to-repatriate-a-cultural-item-from-new-mexico-in-the-possession-of-the-laboratory
7/11/1997,"Indian Arts Research Center, School of American Research, Santa Fe, NM",https://www.federalregister.gov/documents/1997/07/11/97-18232/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-indian-arts-research-center
6/27/1997,"Museum of Northern Arizona, Flagstaff, AZ",https://www.federalregister.gov/documents/1997/06/27/97-16904/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-museum-of-northern-arizona
6/16/1997,"Notice of Intent to Repatriate a Cultural Item from Arizona in the Control of the Tallahassee Museum of History & Natural Science, Tallahassee, FL",https://www.federalregister.gov/documents/1997/06/16/97-15682/notice-of-intent-to-repatriate-a-cultural-item-from-arizona-in-the-control-of-the-tallahassee-museum
6/11/1997,"Milwaukee Public Museum, Milwaukee, WI",https://www.federalregister.gov/documents/1997/06/11/97-15227/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-milwaukee-public-museum
4/16/1997,"Arizona in the Possession of the Laboratory of Anthropology, Museum of Indian Arts and Culture, Museum of New Mexico, Santa Fe, NM",https://www.federalregister.gov/documents/1997/04/16/97-9835/notice-of-intent-to-repatriate-cultural-items-from-arizona-in-the-possession-of-the-laboratory-of
4/16/1997,"Notice of Intent to Repatriate a Cultural Item in the Control of the Southwest Museum, Los Angeles, CA",https://www.federalregister.gov/documents/1997/04/16/97-9836/notice-of-intent-to-repatriate-a-cultural-item-in-the-control-of-the-southwest-museum-los-angeles-ca
3/26/1997,"Arizona State Museum, University of Arizona, Tucson, AZ",https://www.federalregister.gov/documents/1997/03/26/97-7599/notice-of-intent-to-repatriate-cultural-items-in-the-possession-of-the-arizona-state-museum
1/16/1997,"Museum of the South Dakota State Historical Society, Pierre, SD",https://www.federalregister.gov/documents/1997/01/16/97-1067/notice-of-intent-to-repatriate-a-cultural-item-in-the-possession-of-the-museum-of-the-south-dakota
